CÓDIGO HORÁRIO;DESCRIÇÃO HORÁRIO;ID SCRIPT;INICIO;TERMINO
2129;22:00 23:48 00:03 04:00;22:0004:00;22:00;04:00
2130;22:00 00:05 00:20 04:00;22:0004:00;22:00;04:00
2203;22:00 00:20 00:35 04:00;22:0004:00;22:00;04:00
2138;22:00 00:10 00:25 04:00;22:0004:00;22:00;04:00
2135;22:00 23:50 00:05 04:00;22:0004:00;22:00;04:00
2166;22:00 00:25 00:40 04:00;22:0004:00;22:00;04:00
2169;22:00 01:35 01:50 04:00;22:0004:00;22:00;04:00
2172;22:00 01:10 01:25 04:00;22:0004:00;22:00;04:00
2168;22:00 00:00 00:15 04:00;22:0004:00;22:00;04:00
2137;22:00 23:55 00:10 04:00;22:0004:00;22:00;04:00
741;22:00 00:45 01:00 04:00;22:0004:00;22:00;04:00
283;04:00 06:20 06:35 10:00;04:0010:00;04:00;10:00
347;04:00 06:35 06:50 10:00;04:0010:00;04:00;10:00
816;04:00 05:48 06:03 10:00;04:0010:00;04:00;10:00
1087;08:00 AS 14:00;08:0014:00;08:00;14:00
1931;12:00 13:48 14:03 18:00;12:0018:00;12:00;18:00
1092;12:00 AS 18:00;12:0018:00;12:00;18:00
232;12:00 15:40 15:55 18:00;12:0018:00;12:00;18:00
1099;16:00 AS 22:00;16:0022:00;16:00;22:00
24;12:00 13:55 14:10 18:00;12:0018:00;12:00;18:00
9999;DSR;;;
287;12:00 14:50 15:05 18:00;12:0018:00;12:00;18:00
239;05:00 07:00 08:00 13:00;05:0013:00;05:00;13:00
583;05:00 08:45 09:45 13:00;05:0013:00;05:00;13:00
584;05:00 09:15 10:15 13:00;05:0013:00;05:00;13:00
65;05:00 10:00 11:00 13:00;05:0013:00;05:00;13:00
625;05:00 08:50 09:50 13:00;05:0013:00;05:00;13:00
107;05:00 09:45 10:45 13:00;05:0013:00;05:00;13:00
67;05:00 09:20 10:20 13:00;05:0013:00;05:00;13:00
5360;05:00 09:00 10:00 13:00;05:0013:00;05:00;13:00
113;05:00 09:40 10:40 13:00;05:0013:00;05:00;13:00
137;16:00 18:00 19:00 00:00;16:0000:00;16:00;00:00
1990;08:00 10:00 11:00 16:00;08:0016:00;08:00;16:00
231;16:00 20:50 21:50 00:00;16:0000:00;16:00;00:00
35;16:00 18:20 19:20 00:00;16:0000:00;16:00;00:00
136;16:00 18:55 19:55 00:00;16:0000:00;16:00;00:00
225;16:00 19:20 20:20 00:00;16:0000:00;16:00;00:00
230;16:00 18:40 19:40 00:00;16:0000:00;16:00;00:00
183;16:00 19:35 20:35 00:00;16:0000:00;16:00;00:00
142;16:00 18:25 19:25 00:00;16:0000:00;16:00;00:00
349;16:00 20:10 21:10 00:00;16:0000:00;16:00;00:00
150;16:00 20:40 21:40 00:00;16:0000:00;16:00;00:00
1342;14:00 16:00 17:00 22:00;14:0022:00;14:00;22:00
521;16:00 21:00 22:00 00:00;16:0000:00;16:00;00:00
76;12:00 15:35 15:50 18:00;12:0018:00;12:00;18:00
261;12:00 14:25 14:40 18:00;12:0018:00;12:00;18:00
280;12:00 14:20 14:35 18:00;12:0018:00;12:00;18:00
340;12:00 14:10 14:25 18:00;12:0018:00;12:00;18:00
29;12:00 14:05 14:20 18:00;12:0018:00;12:00;18:00
27;12:00 15:55 16:10 18:00;12:0018:00;12:00;18:00
86;12:00 14:35 14:50 18:00;12:0018:00;12:00;18:00
84;12:00 15:50 16:05 18:00;12:0018:00;12:00;18:00
2136;22:00 01:15 01:30 04:00;22:0004:00;22:00;04:00
2167;22:00 01:55 02:10 04:00;22:0004:00;22:00;04:00
2140;22:00 00:50 01:05 04:00;22:0004:00;22:00;04:00
2139;22:00 00:30 00:45 04:00;22:0004:00;22:00;04:00
2141;22:00 01:45 02:00 04:00;22:0004:00;22:00;04:00
4424;10:00 11:00 12:00 16:00;10:0016:00;10:00;16:00
103;18:00 20:15 20:30 00:00;18:0000:00;18:00;00:00
2570;14:00 15:00 16:00 20:00;14:0020:00;14:00;20:00
14;18:00 21:30 21:45 00:00;18:0000:00;18:00;00:00
1836;18:00 19:48 20:03 00:00;18:0000:00;18:00;00:00
783;18:00 20:55 21:10 00:00;18:0000:00;18:00;00:00
94;18:00 21:00 21:15 00:00;18:0000:00;18:00;00:00
11;18:00 21:10 21:25 00:00;18:0000:00;18:00;00:00
95;18:00 21:20 21:35 00:00;18:0000:00;18:00;00:00
10;18:00 19:55 20:10 00:00;18:0000:00;18:00;00:00
89;18:00 21:15 21:30 00:00;18:0000:00;18:00;00:00
12;18:00 21:45 22:00 00:00;18:0000:00;18:00;00:00
1389;18:00 20:50 21:05 00:00;18:0000:00;18:00;00:00
101;18:00 20:00 20:15 00:00;18:0000:00;18:00;00:00
151;05:00 06:48 07:03 11:00;05:0011:00;05:00;11:00
709;05:00 08:05 08:20 11:00;05:0011:00;05:00;11:00
172;05:00 08:25 08:40 11:00;05:0011:00;05:00;11:00
325;05:00 08:30 08:45 11:00;05:0011:00;05:00;11:00
669;05:00 08:25 08:40 11:00;05:0011:00;05:00;11:00
611;05:00 07:05 07:20 11:00;05:0011:00;05:00;11:00
666;05:00 06:50 07:05 11:00;05:0011:00;05:00;11:00
2133;22:00 01:05 01:20 04:00;22:0004:00;22:00;04:00
2127;22:00 00:15 00:30 04:00;22:0004:00;22:00;04:00
2171;22:00 01:00 01:15 04:00;22:0004:00;22:00;04:00
860;06:00 07:48 08:03 12:00;06:0012:00;06:00;12:00
350;06:00 09:40 09:55 12:00;06:0012:00;06:00;12:00
49;06:00 09:10 09:25 12:00;06:0012:00;06:00;12:00
51;06:00 09:15 09:30 12:00;06:0012:00;06:00;12:00
274;06:00 08:55 09:10 12:00;06:0012:00;06:00;12:00
275;06:00 08:35 08:50 12:00;06:0012:00;06:00;12:00
405;06:00 09:25 09:40 12:00;06:0012:00;06:00;12:00
352;06:00 09:20 09:35 12:00;06:0012:00;06:00;12:00
862;06:00 08:05 08:20 12:00;06:0012:00;06:00;12:00
839;04:00 06:00 07:00 12:00;04:0012:00;04:00;12:00
241;06:00 08:00 09:00 14:00;06:0014:00;06:00;14:00
1150;06:00 AS 14:00;06:0014:00;06:00;14:00
227;06:00 10:05 11:05 14:00;06:0014:00;06:00;14:00
413;06:00 10:40 11:40 14:00;06:0014:00;06:00;14:00
2048;20:00 22:00 23:00 04:00;20:0004:00;20:00;04:00
2526;22:00 00:00 01:00 06:00;22:0006:00;22:00;06:00
2036;20:00 23:20 00:20 04:00;20:0004:00;20:00;04:00
2045;20:00 01:00 02:00 04:00;20:0004:00;20:00;04:00
2044;20:00 23:45 00:45 04:00;20:0004:00;20:00;04:00
2054;20:00 00:30 01:30 04:00;20:0004:00;20:00;04:00
3957;20:00 00:50 01:50 04:00;20:0004:00;20:00;04:00
2183;20:00 23:35 00:35 04:00;20:0004:00;20:00;04:00
5363;20:00 00:00 01:00 04:00;20:0004:00;20:00;04:00
1296;20:00 AS 04:00;20:0004:00;20:00;04:00
1333;12:00 AS 18:00;12:0018:00;12:00;18:00
341;12:00 15:10 15:25 18:00;12:0018:00;12:00;18:00
83;12:00 14:15 14:30 18:00;12:0018:00;12:00;18:00
88;12:00 15:05 15:20 18:00;12:0018:00;12:00;18:00
484;12:00 14:30 14:45 18:00;12:0018:00;12:00;18:00
74;12:00 15:15 15:30 18:00;12:0018:00;12:00;18:00
1948;12:00 14:00 15:00 20:00;12:0020:00;12:00;20:00
1951;12:00 15:35 16:35 20:00;12:0020:00;12:00;20:00
3075;12:00 14:15 15:15 20:00;12:0020:00;12:00;20:00
2158;12:00 14:40 15:40 20:00;12:0020:00;12:00;20:00
2154;12:00 14:10 15:10 20:00;12:0020:00;12:00;20:00
2156;12:00 14:50 15:50 20:00;12:0020:00;12:00;20:00
3759;12:00 14:35 15:35 20:00;12:0020:00;12:00;20:00
1955;12:00 15:40 16:40 20:00;12:0020:00;12:00;20:00
3074;12:00 15:15 16:15 20:00;12:0020:00;12:00;20:00
567;05:30 07:30 08:30 13:30;2,301041667;05:30;13:30
533;12:00 14:55 15:10 18:00;12:0018:00;12:00;18:00
75;12:00 15:25 15:40 18:00;12:0018:00;12:00;18:00
2027;09:00 10:48 11:03 15:00;09:0015:00;09:00;15:00
813;03:00 06:35 06:50 09:00;03:0009:00;03:00;09:00
808;03:00 06:25 06:40 09:00;03:0009:00;03:00;09:00
806;03:00 05:25 05:40 09:00;03:0009:00;03:00;09:00
799;03:00 05:45 06:00 09:00;03:0009:00;03:00;09:00
812;03:00 05:00 05:15 09:00;03:0009:00;03:00;09:00
800;03:00 05:55 06:10 09:00;03:0009:00;03:00;09:00
299;03:00 06:55 07:10 09:00;03:0009:00;03:00;09:00
2775;00:00 01:48 02:03 06:00;00:0006:00;00:00;06:00
802;03:00 04:48 05:03 09:00;03:0009:00;03:00;09:00
286;03:00 06:50 07:05 09:00;03:0009:00;03:00;09:00
3813;04:00 06:05 07:35 12:00;04:0012:00;04:00;12:00
3817;04:00 06:00 07:30 12:00;04:0012:00;04:00;12:00
3824;04:00 08:30 10:00 12:00;04:0012:00;04:00;12:00
3828;04:00 08:05 09:35 12:00;04:0012:00;04:00;12:00
5274;04:00 07:05 08:35 12:00;04:0012:00;04:00;12:00
5275;04:00 07:20 08:50 12:00;04:0012:00;04:00;12:00
3827;04:00 08:25 09:55 12:00;04:0012:00;04:00;12:00
3826;04:00 06:20 07:50 12:00;04:0012:00;04:00;12:00
3825;04:00 08:00 09:30 12:00;04:0012:00;04:00;12:00
34;16:00 19:00 20:00 00:00;16:0000:00;16:00;00:00
5358;16:00 20:00 21:00 00:00;16:0000:00;16:00;00:00
37;16:00 19:10 20:10 00:00;16:0000:00;16:00;00:00
522;16:00 18:35 19:35 00:00;16:0000:00;16:00;00:00
243;16:00 19:30 20:30 00:00;16:0000:00;16:00;00:00
154;16:00 20:25 21:25 00:00;16:0000:00;16:00;00:00
420;16:00 20:20 21:20 00:00;16:0000:00;16:00;00:00
36;16:00 19:25 20:25 00:00;16:0000:00;16:00;00:00
192;16:00 20:55 21:55 00:00;16:0000:00;16:00;00:00
2090;06:00 08:00 09:30 14:00;06:0014:00;06:00;14:00
2096;06:00 08:40 10:10 14:00;06:0014:00;06:00;14:00
15;06:00 09:10 10:10 14:00;06:0014:00;06:00;14:00
164;06:00 10:50 11:50 14:00;06:0014:00;06:00;14:00
126;06:00 09:30 10:30 14:00;06:0014:00;06:00;14:00
211;06:00 09:00 10:00 14:00;06:0014:00;06:00;14:00
80;06:00 10:55 11:55 14:00;06:0014:00;06:00;14:00
166;06:00 10:20 11:20 14:00;06:0014:00;06:00;14:00
415;06:00 08:05 09:05 14:00;06:0014:00;06:00;14:00
431;06:00 08:20 09:20 14:00;06:0014:00;06:00;14:00
1118;08:00 AS 16:00;08:0016:00;08:00;16:00
1142;00:00 AS 08:00;00:0008:00;00:00;08:00
93;18:00 21:50 22:05 00:00;18:0000:00;18:00;00:00
260;18:00 20:45 21:00 00:00;18:0000:00;18:00;00:00
143;18:00 21:55 22:10 00:00;18:0000:00;18:00;00:00
1922;11:00 12:48 13:03 17:00;11:0017:00;11:00;17:00
99;18:00 20:35 20:50 00:00;18:0000:00;18:00;00:00
606;18:00 21:25 21:40 00:00;18:0000:00;18:00;00:00
711;18:00 20:25 20:40 00:00;18:0000:00;18:00;00:00
555;18:00 21:40 21:55 00:00;18:0000:00;18:00;00:00
1160;16:00 AS 00:00;16:0000:00;16:00;00:00
1154;10:00 AS 18:00;10:0018:00;10:00;18:00
1173;04:00 AS 12:00;04:0012:00;04:00;12:00
2123;09:00 AS 17:00;09:0017:00;09:00;17:00
863;06:00 09:45 10:00 12:00;06:0012:00;06:00;12:00
2447;03:00 05:00 06:00 11:00;03:0011:00;03:00;11:00
2483;03:00 07:15 08:15 11:00;03:0011:00;03:00;11:00
2444;03:00 05:05 06:05 11:00;03:0011:00;03:00;11:00
2480;03:00 06:45 07:45 11:00;03:0011:00;03:00;11:00
2482;03:00 07:25 08:25 11:00;03:0011:00;03:00;11:00
3366;03:00 05:50 06:50 11:00;03:0011:00;03:00;11:00
2455;03:00 06:40 07:40 11:00;03:0011:00;03:00;11:00
2520;03:00 06:30 07:30 11:00;03:0011:00;03:00;11:00
31;04:00 06:05 06:20 10:00;04:0010:00;04:00;10:00
257;06:00 09:05 10:05 14:00;06:0014:00;06:00;14:00
79;06:00 08:40 09:40 14:00;06:0014:00;06:00;14:00
605;06:00 08:15 09:15 14:00;06:0014:00;06:00;14:00
81;06:00 11:00 12:00 14:00;06:0014:00;06:00;14:00
23;06:00 10:10 11:10 14:00;06:0014:00;06:00;14:00
4049;12:30 14:30 15:30 20:30;2,597569444;12:30;20:30
4060;12:30 15:20 16:20 20:30;2,597569444;12:30;20:30
5308;12:30 15:25 16:25 20:30;2,597569444;12:30;20:30
4052;12:30 15:50 16:50 20:30;2,597569444;12:30;20:30
4059;12:30 17:00 18:00 20:30;2,597569444;12:30;20:30
4055;12:30 15:00 16:00 20:30;2,597569444;12:30;20:30
4050;12:30 15:55 16:55 20:30;2,597569444;12:30;20:30
4048;12:30 15:35 16:35 20:30;2,597569444;12:30;20:30
4056;12:30 15:10 16:10 20:30;2,597569444;12:30;20:30
5310;12:30 17:25 18:25 20:30;2,597569444;12:30;20:30
191;16:00 20:30 21:30 00:00;16:0000:00;16:00;00:00
140;16:00 18:45 19:45 00:00;16:0000:00;16:00;00:00
608;12:00 14:45 15:00 18:00;12:0018:00;12:00;18:00
77;12:00 15:30 15:45 18:00;12:0018:00;12:00;18:00
2131;22:00 01:50 02:05 04:00;22:0004:00;22:00;04:00
2132;22:00 01:40 01:55 04:00;22:0004:00;22:00;04:00
635;22:00 00:40 00:55 04:00;22:0004:00;22:00;04:00
2165;22:00 00:55 01:10 04:00;22:0004:00;22:00;04:00
308;04:00 06:55 07:10 10:00;04:0010:00;04:00;10:00
366;04:00 06:10 06:25 10:00;04:0010:00;04:00;10:00
409;04:00 05:55 06:10 10:00;04:0010:00;04:00;10:00
410;04:00 07:55 08:10 10:00;04:0010:00;04:00;10:00
229;16:00 19:40 20:40 00:00;16:0000:00;16:00;00:00
139;16:00 18:50 19:50 00:00;16:0000:00;16:00;00:00
39;16:00 19:55 20:55 00:00;16:0000:00;16:00;00:00
3;16:00 19:00 19:15 22:00;16:0022:00;16:00;22:00
240;18:00 21:05 21:20 00:00;18:0000:00;18:00;00:00
97;18:00 20:10 20:25 00:00;18:0000:00;18:00;00:00
494;16:00 18:10 19:10 00:00;16:0000:00;16:00;00:00
200;16:00 20:35 21:35 00:00;16:0000:00;16:00;00:00
147;11:00 13:00 14:00 19:00;11:0019:00;11:00;19:00
153;10:00 11:48 12:03 16:00;10:0016:00;10:00;16:00
28;12:00 15:20 15:35 18:00;12:0018:00;12:00;18:00
26;12:00 13:50 14:05 18:00;12:0018:00;12:00;18:00
534;12:00 15:45 16:00 18:00;12:0018:00;12:00;18:00
2124;15:00 AS 23:00;15:0023:00;15:00;23:00
2258;17:00 AS 01:00;17:0001:00;17:00;01:00
527;05:00 09:55 10:55 13:00;05:0013:00;05:00;13:00
387;05:00 07:30 08:30 13:00;05:0013:00;05:00;13:00
148;11:00 14:00 15:00 19:00;11:0019:00;11:00;19:00
1156;11:00 AS 19:00;11:0019:00;11:00;19:00
146;11:00 16:00 17:00 19:00;11:0019:00;11:00;19:00
3655;22:00 00:45 01:45 06:00;22:0006:00;22:00;06:00
2146;22:00 AS 06:00;22:0006:00;22:00;06:00
2872;22:00 02:20 03:20 06:00;22:0006:00;22:00;06:00
2524;22:00 01:50 02:50 06:00;22:0006:00;22:00;06:00
2869;22:00 00:35 01:35 06:00;22:0006:00;22:00;06:00
2529;22:00 02:55 03:55 06:00;22:0006:00;22:00;06:00
2105;10:00 12:00 13:00 18:00;10:0018:00;10:00;18:00
528;10:00 14:10 15:10 18:00;10:0018:00;10:00;18:00
2837;10:00 14:55 15:55 18:00;10:0018:00;10:00;18:00
530;10:00 14:20 15:20 18:00;10:0018:00;10:00;18:00
2408;10:00 14:30 15:30 18:00;10:0018:00;10:00;18:00
574;10:00 13:05 14:05 18:00;10:0018:00;10:00;18:00
2106;10:00 12:20 13:20 18:00;10:0018:00;10:00;18:00
573;10:00 15:00 16:00 18:00;10:0018:00;10:00;18:00
2342;00:00 02:00 03:00 08:00;00:0008:00;00:00;08:00
572;10:00 12:25 13:25 18:00;10:0018:00;10:00;18:00
2410;10:00 12:40 13:40 18:00;10:0018:00;10:00;18:00
328;10:00 12:55 13:55 18:00;10:0018:00;10:00;18:00
3831;10:00 18:00;10:0018:00;10:00;18:00
98;18:00 20:05 20:20 00:00;18:0000:00;18:00;00:00
129;18:00 20:40 20:55 00:00;18:0000:00;18:00;00:00
1837;18:00 20:30 20:45 00:00;18:0000:00;18:00;00:00
5278;18:00 19:47 20:02 00:01;18:0000:01;18:00;00:01
5332;09:00 10:30 10:45 14:00;09:0014:00;09:00;14:00
3869;02:00 07:00 08:00 10:00;02:0010:00;02:00;10:00
3404;02:00 04:00 05:00 10:00;02:0010:00;02:00;10:00
3861;02:00 05:00 06:00 10:00;02:0010:00;02:00;10:00
3408;02:00 05:25 06:25 10:00;02:0010:00;02:00;10:00
3412;02:00 06:15 07:15 10:00;02:0010:00;02:00;10:00
3864;02:00 04:35 05:35 10:00;02:0010:00;02:00;10:00
3867;02:00 04:30 05:30 10:00;02:0010:00;02:00;10:00
5279;02:00 06:50 07:50 10:00;02:0010:00;02:00;10:00
3862;02:00 05:20 06:20 10:00;02:0010:00;02:00;10:00
4892;02:00 04:50 05:50 10:00;02:0010:00;02:00;10:00
5280;02:00 05:30 06:30 10:00;02:0010:00;02:00;10:00
2344;00:00 02:10 03:10 08:00;00:0008:00;00:00;08:00
244;16:00 20:05 21:05 00:00;16:0000:00;16:00;00:00
149;16:00 20:15 21:15 00:00;16:0000:00;16:00;00:00
421;06:00 09:05 09:20 12:00;06:0012:00;06:00;12:00
918;06:00 08:00 08:15 12:00;06:0012:00;06:00;12:00
351;06:00 08:45 09:00 12:00;06:0012:00;06:00;12:00
404;06:00 09:55 10:10 12:00;06:0012:00;06:00;12:00
32;04:00 07:05 07:20 10:00;04:0010:00;04:00;10:00
259;18:00 20:20 20:35 00:00;18:0000:00;18:00;00:00
290;06:00 08:20 08:35 12:00;06:0012:00;06:00;12:00
52;06:00 09:30 09:45 12:00;06:0012:00;06:00;12:00
50;06:00 09:35 09:50 12:00;06:0012:00;06:00;12:00
385;16:00 18:05 19:05 00:00;16:0000:00;16:00;00:00
40;16:00 19:15 20:15 00:00;16:0000:00;16:00;00:00
182;16:00 19:05 20:05 00:00;16:0000:00;16:00;00:00
4070;07:30 12:10 13:40 16:00;2,386111111;07:30;16:00
3916;07:30 10:30 12:00 16:00;2,386111111;07:30;16:00
942;07:00 08:48 09:03 13:00;07:0013:00;07:00;13:00
416;07:00 09:40 09:55 13:00;07:0013:00;07:00;13:00
948;07:00 10:30 10:45 13:00;07:0013:00;07:00;13:00
447;07:00 09:05 09:20 13:00;07:0013:00;07:00;13:00
73;07:00 10:05 10:20 13:00;07:0013:00;07:00;13:00
69;07:00 09:35 09:50 13:00;07:0013:00;07:00;13:00
1330;07:00 AS 13:00;07:0013:00;07:00;13:00
70;07:00 09:45 10:00 13:00;07:0013:00;07:00;13:00
943;07:00 10:15 10:30 13:00;07:0013:00;07:00;13:00
3198;08:00 09:48 10:03 14:00;08:0014:00;08:00;14:00
3188;08:00 11:05 11:20 14:00;08:0014:00;08:00;14:00
3252;08:00 11:20 11:35 14:00;08:0014:00;08:00;14:00
3192;08:00 10:35 10:50 14:00;08:0014:00;08:00;14:00
3186;08:00 10:20 10:35 14:00;08:0014:00;08:00;14:00
3874;08:00 10:00 11:30 16:00;08:0016:00;08:00;16:00
3968;12:00 14:00 15:30 20:00;12:0020:00;12:00;20:00
5745;14:00 16:00 17:30 22:00;14:0022:00;14:00;22:00
5746;10:00 12:00 13:30 18:00;10:0018:00;10:00;18:00
4668;09:00 11:00 12:30 17:00;09:0017:00;09:00;17:00
725;04:00 06:55 07:55 12:00;04:0012:00;04:00;12:00
5047;05:00 07:30 09:00 14:00;05:0014:00;05:00;14:00
3902;05:30 08:45 10:15 14:00;2,301388889;05:30;14:00
3895;05:30 10:00 11:30 14:00;2,301388889;05:30;14:00
262;12:00 14:00 14:15 18:00;12:0018:00;12:00;18:00
5354;12:00 15:00 15:15 18:00;12:0018:00;12:00;18:00
3915;07:30 10:20 11:50 16:00;2,386111111;07:30;16:00
3905;07:30 10:50 12:20 16:00;2,386111111;07:30;16:00
3903;07:30 11:35 13:05 16:00;2,386111111;07:30;16:00
3906;07:30 09:45 11:15 16:00;2,386111111;07:30;16:00
4067;07:30 12:05 13:35 16:00;2,386111111;07:30;16:00
4069;07:30 10:45 12:15 16:00;2,386111111;07:30;16:00
301;03:00 06:15 06:30 09:00;03:0009:00;03:00;09:00
284;03:00 06:20 06:35 09:00;03:0009:00;03:00;09:00
873;03:00 05:40 05:55 09:00;03:0009:00;03:00;09:00
258;06:00 09:25 10:25 14:00;06:0014:00;06:00;14:00
108;17:00 18:48 19:03 23:00;17:0023:00;17:00;23:00
237;17:00 20:35 20:50 23:00;17:0023:00;17:00;23:00
124;17:00 20:50 21:05 23:00;17:0023:00;17:00;23:00
251;07:00 09:00 10:00 15:00;07:0015:00;07:00;15:00
859;07:00 10:50 11:50 15:00;07:0015:00;07:00;15:00
921;07:00 11:40 12:40 15:00;07:0015:00;07:00;15:00
850;07:00 10:15 11:15 15:00;07:0015:00;07:00;15:00
853;07:00 09:45 10:45 15:00;07:0015:00;07:00;15:00
793;07:00 11:55 12:55 15:00;07:0015:00;07:00;15:00
1151;07:00 AS 15:00;07:0015:00;07:00;15:00
776;07:00 10:35 11:35 15:00;07:0015:00;07:00;15:00
120;06:00 08:30 10:00 14:30;06:0014:30;06:00;14:30
2100;06:00 09:20 10:50 14:00;06:0014:00;06:00;14:00
310;16:00 19:50 20:50 00:00;16:0000:00;16:00;00:00
305;04:00 07:30 07:45 10:00;04:0010:00;04:00;10:00
3654;22:00 02:35 03:35 06:00;22:0006:00;22:00;06:00
2532;22:00 02:05 03:05 06:00;22:0006:00;22:00;06:00
2530;22:00 02:25 03:25 06:00;22:0006:00;22:00;06:00
2871;22:00 01:20 02:20 06:00;22:0006:00;22:00;06:00
2523;22:00 02:45 03:45 06:00;22:0006:00;22:00;06:00
3303;22:00 02:15 03:15 06:00;22:0006:00;22:00;06:00
3922;22:00 00:30 01:30 06:00;22:0006:00;22:00;06:00
3298;22:00 00:55 01:55 06:00;22:0006:00;22:00;06:00
845;04:00 08:25 09:25 12:00;04:0012:00;04:00;12:00
836;04:00 08:10 09:10 12:00;04:0012:00;04:00;12:00
840;04:00 06:05 07:05 12:00;04:0012:00;04:00;12:00
867;04:00 06:15 07:15 12:00;04:0012:00;04:00;12:00
910;04:00 07:15 08:15 12:00;04:0012:00;04:00;12:00
912;04:00 06:35 07:35 12:00;04:0012:00;04:00;12:00
865;04:00 07:40 08:40 12:00;04:0012:00;04:00;12:00
2707;03:00 05:20 05:35 09:00;03:0009:00;03:00;09:00
798;03:00 05:35 05:50 09:00;03:0009:00;03:00;09:00
300;03:00 06:40 06:55 09:00;03:0009:00;03:00;09:00
803;03:00 05:50 06:05 09:00;03:0009:00;03:00;09:00
184;16:00 18:30 19:30 00:00;16:0000:00;16:00;00:00
4019;12:00 13:00 14:00 18:00;12:0018:00;12:00;18:00
1792;15:00 16:48 17:03 21:00;15:0021:00;15:00;21:00
814;03:00 06:30 06:45 09:00;03:0009:00;03:00;09:00
815;03:00 06:45 07:00 09:00;03:0009:00;03:00;09:00
874;03:00 06:00 06:15 09:00;03:0009:00;03:00;09:00
412;04:00 06:00 06:15 10:00;04:0010:00;04:00;10:00
429;04:00 07:15 07:30 10:00;04:0010:00;04:00;10:00
307;04:00 07:45 08:00 10:00;04:0010:00;04:00;10:00
306;04:00 07:20 07:35 10:00;04:0010:00;04:00;10:00
367;04:00 06:30 06:45 10:00;04:0010:00;04:00;10:00
2686;14:00 15:48 16:03 20:00;14:0020:00;14:00;20:00
2691;14:00 16:00 16:15 20:00;14:0020:00;14:00;20:00
2696;14:00 16:20 16:35 20:00;14:0020:00;14:00;20:00
2679;14:00 17:15 17:30 20:00;14:0020:00;14:00;20:00
2715;14:00 16:25 16:40 20:00;14:0020:00;14:00;20:00
2688;14:00 15:50 16:05 20:00;14:0020:00;14:00;20:00
